codigoPedido,codigoCliente,nitRestaurante,cantidad,hora;
94452,Tomsk Polytechnic University,Universitas Pelita Harapan,9877565587,gmartiniv;
71664,ABM University College,Aichi Institute of Technology,0000020591,rjantotiw;
"38845,Ahsanullah University of Science & Technology,""BGC Trust University, Bangladesh"",1224183606,vdiglinix";
36505,Nanjing University,Linton University College,5084663124,efeeiy;
E8173,Cyprus International University,Aomori Chuoh Gakuin University,7094484224,ehamblettiz;
85220,Sakarya University,Ecole Nationale Vétérinaire de Lyon,0031147941,gmcfetridgej0;
7980,Liaquat University of Medical & Health Sciences Jamshoro,Mount Saint Vincent University,6438241288,amuntj1;
32341,Instituts Supérieurs des Etudes Technologiques,Bila Cerkva State Agrarian University,5781510109,ajacsonj2;
1580,Dalian University,Universidade Estadual de Feira de Santana,3698775417,bandrieuj3;
"66942,Thaksin University,""Fachhochschule Trier, Hochschule für Technik, Wirtschaft und Gestaltung"",8430291261,pdeetlefsj4";
64240,International University of Kyrgyzstan,Baylor College of Medicine,6250672532,kfaugheyj5;
48231,I-Shou University,Tabriz University of Medical Sciences,4975551217,mburchessj6;
83651,Hajee Mohammad Danesh Science and Technology University,Urmia University of Medical Sciences,6187800907,dburleyj7;
67010,Stefan University,Donetsk State Medical University,0503260533,bnertneyj8;
37633,Universitas Syiah Kuala,Debrecen University of Agricultural Sciences,1253025533,ideniskevichj9;
64513,University of Education Hradec Kralove,Bethune-Cookman College,1675908176,gkeesja;
E8164,Maasai Mara University,University of Sopron,7411814474,lduigedjb;
80503,Qurtuba University of Science and Infromation Technology,Universitas Mahendradatta,7993881420,gterrisjc;
59080,Fairmont State College,DIPLOMA-Fachhochschule Ölsnitz/Vogtland,1044507365,polyonovjd;
37501,Brjansk State Technical University,Technological University (Thanlyin),0596860552,bbiffenje;
1951,People' s Friendship University of Russia,College of Europe,6168311009,cgarriockjf;
9613,Missouri Tech,Anadolu University,1798067978,cmablestonejg;
71182,Colorado School of Mines,Royal University of Bhutan,4577939843,jelmorejh;
E0000,Liverpool John Moores University,Academy of Management and Entrepreneurship,6223292740,mvanarsdaleji;
38409,Universidad del Salvador,Université du Burundi,6066200321,fjeandotjj;
56213,Hobart and William Smith Colleges,Emanuel University,0422337609,vpadwickjk;
"8240,""King's College London, University of London"",University of Seychelles - American Institute of Medicine,4934539689,msertinjl";
"9793,Universidade de Itaúna,""Fachhochschule Rottenburg, Hochschule für Forstwirtschaft"",0254188265,bhemerijkjm";
48801,Technological University (Banmaw),Ecole Nationale Supérieure d'Hydraulique et de Mécanique de Grenoble,5779639922,johallihanejn;
"27503,""Fairleigh Dickinson University, Teaneck-Hackensack Campus"",Fukuoka Women's University,8076631920,nhastlerjo";
9698,Universitas Pancasila,Universidad Católica Santa María La Antigua,9867631013,edewfalljp;
66583,Fachhochschule Weihenstephan,Tokyo Institute of Polytechnics,0628525710,abreetonjq;
E9269,Lakehead University,Ecole Supérieure de Commerce de Lyon,0792435184,ksurmeirjr;
71628,Universidad Nacional Jorge Basadre Grohmann,Huafan University,5059699013,ahordlejs;
V8521,United States Air Force Academy,Presbyterian College,3724138431,jblowjt;
71196,University of North Carolina at Chapel Hill,Université de Nice-Sophia Antipolis,8782479275,lmordonju;
4470,Universidad Arcis,Dominica State College,6448362827,mrobshawjv;
V727,Madurai Kamaraj University,Korea University,5472603080,rclemendetjw;
52513,Université de Mons-Hainaut,Astrahan State Technical University,1432006975,jcurdsjx;
"V600,Anhui Medical University,""Federal University of Technology, Yola"",8630137010,iwaterfalljy";
9876,Ternopil State Ivan Pul'uj Technical University,Shiraz Payamnoor University,2679630378,kduignanjz;
V6129,University of Nevada - Las Vegas,School of Management,9018184365,lterrellyk0;
E9372,Rosemont College,Rockford College,7122938670,cdeliak1;
"01364,""Universidad Internacional de Andalucía, Sede La Rábida"",Universitas Kristen Satya Wacana,2870369468,nsirrellk2";
319,State University of New York Maritime College,Omdurman Ahlia University,2618785746,ptondeurk3;
29544,San Jose State University,Trinity College of Florida,4052861590,oleatek4;
E8643,Fachhochschule Koblenz,St. Joseph's College New York,7982714935,agallandk5;
E9831,Universidad Autónoma del Noreste,Conservatorio del Tolima,3766557726,bplayerk6;
86414,University of Balochistan,Instituto Superior de Gestão - ISG,2731866217,nsmithymank7;
3361,Charles University Prague,University of Otago,4821493551,tschaumannk8;
65390,University of Limpopo,Pädagogische Hochschule Schwäbisch Gmünd,3367262633,ktrimbeyk9;
"83304,Guangzhou University,""University of New England, Westbrook College Campus"",9061771617,eleithgoeka";
31282,University of Texas at Dallas,Universitas Bengkulu,2243183005,dvennardkb;
44501,Ryutsu Keizai University,Iceland Academy of the Arts,2634064411,dcammackkc;
24230,Universitas Sultan Ageng Tirtayasa,Akwa Ibom State University of Technology,5160937935,epietersmakd;
28243,University of Southern California,University of Health Sciences Andhra Pradesh,2699946974,mlovedayke;
83661,University of Kashmir,Bangladesh University,1050205626,jriceardskf;
"9091,Pontifcia Università Urbaniana,""Institute of Teachers Education, Tawau"",9685952167,gbinyonkg";
63551,Swansea Metropolitan University,University of Basel,5430397709,tsustonkh;
E9479,Uinversity of Babylon,Yantai Education Institute & Yantai Television University,2572634996,blabeuilki;
"63692,""California State University, Fresno"",""Yorker International University, Milano"",1100072314,tlundbeckkj";
1032,Southern University - Baton Rouge,Xiangtan University,8062975029,tmackenziekk;
36832,Universidad Autónoma Metropolitana - Azcapotzalco,Universitas Kristen Indonesia Tomohon,8073620901,cmcreathkl;
V1072,Ecole Supérieure de Commerce et des Affaires,Valley View University,7221109192,mkinvigkm;
2302,Randolph-Macon Woman's College,Melaka City Polytechnic,0621254592,aduddinkn;
"4371,""California State University, Long Beach"",The College of The Bahamas,2650775726,rboynesko";
43321,Philadelphia University,Altai State University,2803941155,lborleasekp;
V4962,Universidad Nacional de Ingeniería,Teikyo University of Science and Technology,4638343643,rbrickettkq;
40492,Motilal Nehru National Institute Of Technology,Jones College,6587950795,jsibbonskr;
2182,Princess Nora Bint Abdulrahman University,Universidad Católica de Valencia,0990991350,ccornfordks;
0330,Valley Forge Christian College,Adnan Menderes University,3983748686,kpuddinkt;
2409,Changchun University of Technology,Kawasaki University of Medical Care,1673341772,bdoncomku;
E9310,Technological University (Monywa),Henan Buddhist College,0586612467,efargiekv;
"46619,""Moscow State Institute of Radiotechnics, Electronics and Automation (Technical University)"",Emeq Yizrael College,7537631034,ssultanakw";
36855,Toin University of Yokohama,Meru University of Science and Technology,8232785454,awewellkx;
64211,University of Molise,Kharkiv State Medical University,4416578377,mbattrickky;
64320,Higashi Nippon International University,Maharishi University of Management,4839296553,ihalfordkz;
"31213,Northwest A&F University,""Free University """"Maria Santissima Assunta"""""",5487701105,rmcmeekinl0";
9105,University of Petra,Kigali Health Institute,6442275450,tcharnockl1;
7382,University of Salford,Gyeongsang National University,2850569348,phuggilll2;
"7068,""Evangelische Fachhochschule Freiburg, Hochschule für Soziale Arbeit, Diakonie und Religionspädagogik"",Papua New Guinea University of Technology,7558521327,nsterndalel3";
78550,Universidade de Vila Velha,Adam Mickiewicz University of Poznan,1533506795,eboweringl4;
E8058,The Art Institutes International Portland,Arab Open University,1627579338,jravenscrofttl5;
62135,Dicle (Tirgris) University,Langston University,5113537934,dwilshawl6;
72291,Philosophisch-Theologische Hochschule der Salesianer Don Boscos,Instituto Tecnológico de Querétaro,0048036919,dvoasl7;
73076,Tianjin Open University,Colorado State University,4105655914,zsillwoodl8;
78606,Tri-College University,Ludwik Solski State Academy of Theatre in Cracow,5128992403,ghallybonel9;
09810,University of Da Nang,National University of Shipbuilding,8421712047,iniesegenla;
30982,Shumei University,Northwood University,1899463364,bjeanninlb;
E8149,Universidad Regional Miguel Hidalgo,Huanghe Science & Technology University,0441525784,omorradlc;
86601,Polytechnic University,Yangtze University,0154326313,mdegogayld;
8739,Marathwada Agricultural University,Messiah College,7879711287,egrassinle;
37732,Universidad Abierta y a Distancia de Panama,Nizhny Novgorod State University,3610216174,mgilliganlf;
1303,Catholic University of Pusan,Escola Superior de Hotelaria e Turismo do Estoril,8676373124,stroylg;
25031,Saratov State Socio-Economic University,Universidade Católica de Brasília,9798658051,pdeverslh;
20212,Mountains of the Moon University,Mahamakut Buddhist University,5078882588,cflackeli;
87321,Dokkyo University School of Medicine,BiTS - Business and Information Technology School gGmbH,2668060974,tkelwaylj;
29591,Union College Kentucky,Eindhoven University of Technology,8498636043,llidgertwoodlk;
35921,Texas Tech University Health Science Center,Surgut State University,8496614220,smcphadenll;
64814,Al-Azhar University of Gaza,Russian State Geological Prospecting University ,2014675120,mwhaleylm;
4429,Ecole Nationale Supérieure d'Agronomie de Rennes,Aston University,9156105991,vleclaireln;
32741,Universidad Popular Autonóma del Estado de Puebla,University of Newcastle-upon-Tyne,8914067483,aharstonlo;
65251,Universitas Wijaya Kusuma Surabaya,Sambalpur University,4048476866,cmacgaffeylp;
"V503,University of North Bengal,""Universitatea de Vest """"Vasile Goldi&#351";" "",3171988003,mpringelllq"
37405,Slippery Rock University,Instituto Politécnico de Beja,4522748752,pkropachlr;
"E0299,Robert Morris College of Chicago,""Islamic Azad University, Fars Science & Research Branch"",5416955325,dridolfils";
E8104,Riphah International Univeristy,University of the Faroe Islands,9538736427,fmephamlt;
30413,Eugene Bible College,Urmia University of Technology,4637720338,jlacrocelu;
7586,Carl von Ossietzky Universität Oldenburg,Universitas Ma Chung,9584104624,rmarsonlv;
73018,Al-Yamamah College,St. Norbert College,3328147470,pverlanderlw;
"E8223,Far Easten State University of Humanities,""International Islamic University, Islamabad"",9362052792,pfermorlx";
"80113,""School of Slavonic and East European Studies, University of London"",Ecole Nationale Supérieure d'Electronique et de Radioelectricite de Bordeaux,8280093443,wibanly";
75263,Université de Technologie de Belfort Montbéliard,Loras College,2189214467,tkearlz;
"72280,Merlimau Polytechnic,""University of St. Thomas, Houston"",2068628961,clabastidam0";
79022,Oklahoma State University - Tulsa,Baptist Bible College of Missouri,4518020375,nmenloem1;
69512,Universidade Santa Úrsula,Universidad Finis Terrae,8119313852,ovanhesterenm2;
01133,Panzhihua University,Ateneo de Manila University,3970298229,dtrinkem3;
79539,Oklahoma Baptist University,National Taiwan College of the Arts,9866161366,mellcomem4;
"V293,Southern Ural State University,""National American University, Albuquerque"",4719530893,spashenm5";
65270,FTMS Global Academy,Liaoning Normal University,4880544493,tdaviddem6;
9780,Information and Communications Technology Academy,Gardner Webb University,8339128000,dbuffhamm7;
V538,Australian Lutheran College,Vilnius University,8382295770,cchartrem8;
V5831,Anhui Medical University,Universidade Catolica Portuguesa,8452226810,hpetrellim9;
7850,Facultés Universitaires Saint-Louis,Goddard College,1474535232,fwasema;
E8020,Northwestern University of the Philippines,University of South Asia,3233871848,tryburnmb;
01386,American Academy of Nutrition,Universitas Ngurah Rai,0847811255,uegginsmc;
01754,ISFORT - Institut de Formation en Technologie Alimentaire,Universidad Católica Tecnológica del Cibao,2642560937,mculliganmd;
"52400,""Fachhochschule und Berufskollegs NTA, Prof.Dr. Grübler gemein. GmbH"",The Emirates Academy of Hotel Managment,8755185762,ktearleme";
"E0149,Notre Dame College,""Academy of Music """"Georghe Dima"""" Cluj-Napoca"",2410869920,vwinkettmf";
30009,University of the Sciences in Philadelphia,Bangladesh University,7625758850,mbeagleholemg;
"36614,""American University of the Caribbean, School of Medicine"",Universidade da Madeira,0578974088,cglossopmh";
0740,Belarussian National Technical University,Université Blaise Pascal (Clermont-Ferrand II),4650865611,vrountreemi;
E9278,Montclair State University,Bangladesh Agricultural University,2494142636,awiskermj;
"V5830,Mulungushi University,""Islamic Azad University, Shahr-e-rey Branch"",1197595465,gscanemk";
8630,Huston-Tillotson College,Universidad Pontificia Comillas,7297124729,braoulml;
5792,National Institute of Industrial Engineering,Universidade Federal Rural de Pernambuco,6223135351,awootonmm;
8931,Academy of Economics in Wroclaw,Oslo School of Architecture,3818965420,lcullivanmn;
66430,Shimer College,Ecole Nationale Supérieure d'Agronomie et des Industries Alimentaires,1745719520,mwilshawmo;
37611,Indus Institute of Higher Education,Indian Agricultural Research Institute,5717902735,hbohlingolsenmp;
5798,Udmurt State University,Technische Universität Dresden,2240075147,csheabermq;
07812,Hajee Mohammad Danesh Science and Technology University,Asian University of Science and Technology,0834287625,ehinkensenmr;
67302,St. Norbert College,Hong Kong University of Science and Technology,8452801831,thairsinems;
82525,Bharath Institue Of Higher Education & Research,Fachhochschule Schmalkalden,3321798514,ndudsonmt;
79670,Tomas Bata University in Zlin,Theologische Fakultät Paderborn,5805869802,idipplemu;
29510,Dire Dawa University,Universidad Iberoamericana de Ciencias y Tecnologia,3792593831,adinniesmv;
"37951,""Institute of Teachers Education, Keningau"",St. Andrew's University,8118632997,aandreollimw";
7670,Maharshi Dayanand Sarswati University Ajmer,Nazareth College,1443998974,mgarmansmx;
30522,Moscow State University of Ecological Engineering,University of Arkansas (System),9963532896,elanonmy;
09885,Abu Dhabi University,Mykolo Romerio university,8413658438,lburnsmz;
V8523,Sri Padmavati Women's University,Ilia Chavchavadze State University,6971921887,mhughsonn0;
80381,Instituto Superior de Ciências do Trabalho e da Empresa,Lock Haven University of Pennsylvania,4224352184,alivingsn1;
0659,Miyazaki Municipal University,Bangladesh University,5175977830,flayen2;
36846,National Kaohsiung University of Applied Sciences,Dallas Christian College,9947273288,tevesn3;
4659,Tyumen State University,Universitas Persada Indonesia Y.A.I,8850461208,csommertonn4;
30723,National University of Ireland,Sauder School of Business,4753049620,rspraberryn5;
0383,Murmansk State Technical University,Instituto Tecnológico de Buenos Aires,7121709554,rsametn6;
73082,Greenwich University,Université d'Abomey-Calavi (UAC),9524742411,rantoniuttin7;
78761,Bauhaus Universität Weimar,Université d'Oran Es-Senia,2881156932,aniavesn8;
6924,Pennsylvania State University - Lehigh Valley,University of Louisiana at Lafayette,7697496860,jhopkynsn9;
67310,Kocaeli University,Lourdes College,3743016338,acaesarna;
2156,Belarussian State Pedagogical University M. Tanka,Cag University,4035131210,cgasonnb;
0239,Siebold University of Nagasaki,National University of Laos,5089604495,emillernc;
6245,St. Petersburg State Cinema and TV University,Krirk University,9891392341,wdemorenand;
7370,Vladimir State University,Universitas Negeri Semarang,7540564539,rmccritichiene;
"E0102,""Institute of Teachers Education, Dato' Razali Ismail "",Sri Lanka Institute of Advanced Technical Education,0583423094,fberniernf";
7217,University of the Assumption,Loyola Marymount University,2785323734,atimbridgeng;
80626,European University Cyprus,Nayanova University,1258503204,fhewinsnh;
03285,Washington Bible College,Ecole Supérieure d'Electronique de l'Ouest,5273785103,cbuntonni;
2784,Payap University Chaiang Mai,Open University of Tanzania,6833317097,rlangricknj;
6266,Universidad de Congreso,Universidad Cardenal Herrera-CEU,0670346454,sgarretnk;
20247,Delta International University,The Cooper Union for the Advancement of Science and Art,3716880736,ewythillnl;
80619,Bashkir State University,Shri Mata Vaishno Devi University,1091911487,biddonsnm;
6269,Tbilisi State Medical University,Guangxi Normal University,9159873205,echumleynn;
29554,Zimbabwe Ezekiel Guti University,University of Texas at Dallas,1746346019,prumminno;
E8888,Sri Krishnadevaraya University,Ural State Academy of Law,7464275896,gcominsnp;
71825,St. Petersburg State Conservatory,Universidad Domingo Savio,8728507908,dbirdfieldnq;
"99695,""Donghua University, Shanghai"",Tomas Bata University in Zlin,7220550138,lseidnr";
80496,Amman Arab University for Higher Studies,Nordic School of Public Health,3819980881,phuntonns;
66950,University of Waikato,Kumamoto Institute of Technology,8776473538,ewintertonnt;
61179,Shinawatra University,Azerbaijan State Oil Academy,8425053749,fsiccombenu;
73733,Hubei University,Southern Vermont College,1718059515,mhaltonnv;
6963,Vikrama Simhapuri University,University of Petra,0404688411,kmaccorleynw;
83314,Leiden University,Estonian Academy of Arts,3105612122,ppeasegoodnx;
52681,International University of Business Agriculture and Technology,College of Visual Arts,4692404884,nchaplingny;
7081,Aalborg Business College,Medical Academy in Lublin,0986489476,jmullinnz;
"67144,Bamenda University of Science & Technology,""University of Roma """"Tor Vergata"""""",5751981871,ahulatto0";
05479,Lampang College of Commerce and Technology,Universidade Federal do Ceará,6363299942,cdellcasao1;
66071,Kunmimg University of Science and Technology,Harbin Medical University,9878933431,tfishbourneo2;
2894,Ungku Omar Premier Polytechnic,Salem University,1374605689,cpaxmano3;
1276,Maritime University Constanta,Chia Nana College of Pharmacy and Science,0251892433,sshafeo4;
1228,Capital University of Economics and Business,University of Bedfordshire,4942291488,oodareo5;
64601,Sapporo Medical University,Alsadrain University,2275814787,vconibearo6;
"67680,""University of Wales, Swansea"",MGH Institute of Health Professions,9517827040,jdumbrello7";
9038,Kannada University,Jawaharlal Nehru University,2259581129,wdunnicoo8;
76497,Marathwada Agricultural University,Universidad Latina,2744941786,nbennikeo9;
2320,Rangsit University,Kobe City University of ForeignStudies,7845543748,jransomeoa;
7810,Buena Vista University,Wenzhou University,2776615779,nmccannyob;
43885,Florida University of Medicine,NHL University of Applied Sciences,4205536356,fcatoroc;
V825,Kangnam University,University of the South Pacific School of Agriculture,7874829719,lbonwellod;
99969,Zhejiang Normal University,Full Sail University,8629472189,rnervaloe;
36265, Université de Nouakchott,University of the South Pacific School of Agriculture,0421736321,cklulicekof;
77989,Private Fachhochschule Göttingen,Ecole Supérieure de Commerce de Nantes-Atlantique,8473348958,edensellog;
90226,Trinity Christian College,University of Wisconsin - River Falls,0441050166,ohelinoh;
64091,Columbia College Hollywood,Central Academy of  Fine Art,7552301228,rmatschossoi;
"66614,Academy of Economics in Wroclaw,""Universidad International SEK, Santiago"",2753115648,bbunkeroj";
E8769,Ecole Centrale d'Electronique - ECE,Ohtani Women's University,3825746461,uputtergillok;
52564,University of Notre Dame Australia,Kalmyk State University,1800840985,lduncansonol;
E9100,Gemsville Technical University,University of Birmingham,8803500855,matlingom;
1759,University of South Asia,Universidad del Caribe,8735328606,kpopelayon;
1722,Odessa National Academy of Food Technologies,St. Petersburg State Mining Institute (Technical University),9101448730,cderingtonoo;
8832,Pillsbury Baptist Bible College,Fujian Normal University,2709967693,rcroslandop;
E8704,University College Bahrain,Sunway University College,8146242235,cbertlinoq;
05919,University of Arkansas at Pine Bluff,Engineering Faculty of Asian University,1596234229,ojekyllor;
E0119,Babson College,Rhode Island College,5659001378,stwinboroughos;
1551,Fachhochschule Köln,Université de Yaoundé II,8013179087,jbuckthorpot;
44620,International Ataturk Alatoo University,Kohat University of Science and Technology  (KUST),4413883020,zfochsou;
E8653,International University College of Nursing (IUCN),Stephens College,3785119739,jsandsallanov;
E916,Universidad Nacional Andrés Bello,Grove City College,9904585881,kpythonow;
67384,Technological University (Loikaw),Government College University Faisalabad,6557038788,eellumox;
78342,Razi University,Universidad de Zaragoza,9585153548,dflowethoy;
71858,Instituto Superior de Ciênicas e Tecnologia de Moçambique,Universidade de Ribeirão Preto,0295046090,dguillfordoz;
36908,Drzavni Univerzitet u Novom Pazaru,Korea National University of Arts,0793177898,tbegleyp0;
4439,Ghana Telecom University College,Universidad de La Serena,3750565422,bdunnetp1;
"V145,Thomas A. Edison State College,""Technological Education Institute of Halkida, Euboea"",9330977324,dperrettp2";
01766,Sam Houston State University,Shridhar University,2135364460,ngittinsp3;
3222,Université du Québec en Outaouais,Conway School of Landscape Design,9111867027,alygop4;
68102,Belarussian State Agricultural Academy,Instituto Tecnologico de Minatitlan,8940441389,clipmanp5;
7952,Pontificio Ateneo Antonianum,Seoul City University,1923887459,tclandillonp6;
64001,Haynal Imre University of Health Sciences Budapest,Universidade Federal da Bahia,6920781204,jpattisonp7;
E8608,Zhongnan University of Technology,Graduate Theological Union,2548834115,jkimberp8;
E8198,Berklee College of Music,Colorado State University-Pueblo,5359164824,lghestp9;
20691,Hogeschool van Amsterdam,University of Forestry Sofia,3278926153,kweekpa;
74903,Stevens Institute of Technology,Universidade Estadual de Maringá,3279065178,espeendenpb;
9580,Ural State University of Economics,University College of Technology & Innovation (UCTI),2674759321,cdunridgepc;
E8127,Balochistan University of Engineering and Technology Khuzdar,African Virtual University,0688772714,mdalrymplepd;
73080,Valley City State University,University of Western Ontario,6177368115,hleinsterpe;
"9649,""Veliko Turnovo University """"Cyril and Methodius"""""",University of Alaska (System),2593086874,hchyuertonpf";
"73675,Al-hikmah University,""Universidad Nacional Experimental """"Simón Rodriguez"""""",9868932289,pferreopg";
80343,McMurry University,Pontifícia Universidade Católica do Rio de Janeiro,5992866728,smarlowph;
0849,Fachhochschule Neu-Ulm,University of Maastricht,0068278314,ncogganpi;
65580,Illinois Valley Community College,Makanlal Chutur Vedi University,1364116626,zwastellpj;
"V2385,""Cleveland Chiropractic College, Los Angeles"",Northeastern Ohio University College of Medicine,3669057323,ldanielutpk";
"E8223,Wilmington College,""Rasmussen College, Wisconsin Campuses"",0976086883,seouzanpl";
E8582,Coppin State College,Universidade de São Paulo,2834938008,atownerpm;
36641,Gnesins Russian Academy of Music,Universidad Francisco Gavidia,7570177088,gfalkpn;
94516,Godfrey Okoye University ,Siberian Academy of Public Services,0419898379,afogdenpo;
37007,University of Pennsylvania,Universidad José Santos Ossa,2635072353,rdruettpp;
E8432,Rajitlal Institute of Technology & Health Sciences (RITHS),Ghazni University,5025018722,mabernethypq;
"7220,University of Montana Western,""Universidad Nacional Experimental Politécnica """"Antonio José de Sucre"""""",9004309926,rgeorgeaupr";
0011,Trent University,Kodolanyi Janos University College,0755885481,gselkirkps;
8977,Ekiti State University,International University of Management,6984899753,aromainpt;
20892,Penang International Dental College,Universitas Sam Ratulangi,3214706624,zdoyleypu;
0498,Semnan University,Universidad San Francisco Xavier,1733329544,dkirkhampv;
49312,Jaramogi Oginga Odinga University of Science and Technology,Universidad Regional Miguel Hidalgo,0425698238,ayieldingpw;
"9711,""Schiller International University, Heidelberg"",Hijiyama University,7571098742,okellspx";
1415,Bard College,Shridhar University,4324463824,dyesipovpy;
E8338,Universidade Federal do Vale do São Francisco,Universidad del Desarrollo,2122530626,dablesonpz;
E973,University of Botswana,Thomas More College,7492914695,cclemoesq0;
64190,Singidunum University,Universität für Bodenkultur Wien,9367640161,cbellq1;
V2689,University of Nebraska - Omaha,Fachhochschule Merseburg,5355847439,tbompassq2;
V7261,Fachhochschule Gießen-Friedberg,University of Kalamoon,3632824126,ecastelowq3;
"34601,Technological University (Kyaing Tong),""Federal University of Technology, Akure"",4949137549,fbarnhamq4";
5903,Montana State University - Northern,American University,4423512238,jleistq5;
82321,Aichi Bunkyo University,Universidad Nacional de Mar del Plata,7135395093,lgionettittiq6;
85222,Al Nahrain University,Bhavnagar University,7363613389,gspauleq7;
85415,Hokkaigakuen University,Universidade Federal da Bahia,0128453818,eattrieq8;
E9132,Stockholm School of Economics,Ecole Centrale de Lyon,6143861358,evaudinq9;
63641,Atilim University,Vitebsk State Academy of Veterinary Medicine,8210144790,hhanrottqa;
77211,Internationale Fachhochschule Bad Honnef,Dohto University,6503195214,ijacobssenqb;
"75833,Otis College of Art & Design,""Islamic Azad University, Shabestar"",1694560740,lbarclayqc";
4845,Khazar University,Universidade Federal do Ceará,3491967600,ndikeqd;
79413,George Fox University,Chinese Culture University,3863432339,astuddersqe;
34882,Universidad de San José,Universidad Católica de Valencia,9745476897,bdearmanqf;
72881,Bryant and Stratton College,Yunnan Agriculture University,4002637867,kduffellqg;
92612,Abasyn University Peshawar,Kherson State University,4463786584,kcarletonqh;
67614,Botho University,Universitas Negeri Surabaya,6205172658,tpizerqi;
V1072,Mahidol University,Universidad Nacional de Río Cuarto,3849565920,jknipeqj;
"6198,""Islamic Azad University, Janah"",University of Portsmouth,9510075094,nshardqk";
"7616,Santa Clara University,""Florida Metropolitan University, Tampa College"",2425688900,jgogginsql";
E9809,Universidad Regional Miguel Hidalgo,Central University College,0943435013,mthornborrowqm;
94249,Ecole Polytechnique Universitaire de Lille,Les Roches Gruyère University of Applied Sciences,9355194536,sfolcaqn;
36832,Indian Agricultural Research Institute,Maritime University in Szczecin,0150840071,kcreechqo;
"7590,Qiongzhou University,""Monash University, Malaysia Campus"",9702192684,hmoorcroftqp";
2259,Philosophisch-Theologische Hochschule der Salesianer Don Boscos,European International University,8700700150,csommerlieqq;
3749,Rizal Technological University,University of Turin,3485288187,vblacktinqr;
5798,Technological Education Institute of Thessaloniki,The Achievers University,9745627836,iwardinglyqs;
72612,Asahikawa University,University of Huddersfield,2958772748,pgartrellqt;
"01400,""Islamic Azad University, Dehaghan"",""COMSATS Institute of Information Technology, Abbottabad"",9377447372,dhardiequ";
E0023,Institute of Technology and Management,Thomas University,0649534751,groblettqv;
36231,Doho University,Fachhochschule Wiener Neustadt,6640278227,croddenqw;
9142,Vancouver Community College,Fukuyama Heisei University,7894548588,ahamlynqx;
2190,University of Pula,Sarah Lawrence College,1098807367,zmendezqy;
9351,University College of Borås,Universidad Ulises Francisco Espaillat,0844894818,jdennyqz;
9103,Baitulmal Management Institute (IPB),University of Wisconsin - Whitewater,7536531915,mmcgilvrar0;
E0025,Sheikhbahaee University,Bratislava International School of Liberal Arts,2055509047,sconwsr1;
04119,Universitas Khairun,Musashino Art University,9477335622,cskydallr2;
52453,Whitman College,Belarussian State Academy of Music,1792804334,aalyukinr3;
37112,Hamilton Technical College,Instituto Tecnológico de Aeronáutica,0986356158,amayhour4;
94215,University of Baguio,Escuela de Administración de Negocios,5246156109,djansar5;
56202,Tottori University of Environmental Studies,Universitas 17 Agustus 1945 Surabaya,7424903489,nsealyr6;
78909,Fachhochschule für Verwaltung und Rechtspflege Berlin,Emory University,4660880168,wgaskinr7;
V184,Timirjazev Moscow Academy of Agricultutre,Ashland University,8350152540,oemlinr8;
37104,Universidad de Carabobo,Randolph-Macon College,2596810913,ncolviller9;
65490,Elizabethtown College,University of Kashmir,1467859001,lconnettra;
71999,Chuo Gakuin University,University of Alaska - Southeast,5698358265,mbonninrb;
9849,Shaikh Zayed University,University of South Carolina - Sumter,2465169920,abartkowiakrc;
E0299,Hogeschool voor Wetenschap & Kunst,Universidade de Pernambuco,6540781393,talexsandrevrd;
05912,Dominion College,Université d'Alger,4239807948,npetrellore;
035,Aleksander Zelwerowicz State Theatre Academy,Okayama Shoka University,2519592591,nluigirf;
81500,Zhejiang University,Zimbabwe Ezekiel Guti University,1599006324,bboucherrg;
30503,Grand Canyon University,Universidade de Pernambuco,1949477738,cchevinsrh;
64292,Bryn Athyn College of the New Church,Technological University (Magway),5772121820,mgeroldiri;
75533,University of Texas Medical Branch Galveston,Universidad Adventista Dominicana,4804413464,cbertotrj;
V235,Open Polytechnic ,Al-Baath University,3190261822,cteeserk;
01213,Institute of Paper Science and Technology,Universitas Negeri Gorontalo,1277657173,mbedomerl;
94428,University of Mississippi Medical Center,Universidad Nacional de Salta,9547043994,rgreenerm;
30285,Gyeongsang National University,China University of Mining Technology - Beijing,0823204022,dtennetrn;
80707,Willamette University,Dr. D.Y. Patil University,1576502856,ldevilero;
67480,Notre Dame Women's College,Russian-Armenian (Slavonic) State University,4316208918,jstairmandrp;
V2502,Khabarovsk State Academy of Economics and Law,Chongqing Telecommunication College,4111132898,khaberchamrq;
63631,Kobe University of Mercantile Marine,Lampang Rajabhat University,4110095719,jdawidowitzrr;
